,name,contrast,dissimilarity,homogeneity,ASM,energy,label
0,DSC_0703_Bacterial leaf blight_30_binary.npy,0.055018233466474956,0.0351287707312551,0.9984480966467213,0.9871703850932906,0.9935644846175261,0
1,DSC_0500_Leaf smut_43_binary.npy,0.375536826256267,0.3308660640640634,0.9903916974496574,0.9822971935128278,0.9911090724601543,1
2,DSC_0302_Brown spot_63_binary.npy,0.025859328892166737,0.02936785516599172,0.9969356795213982,0.9949464723817099,0.997470035831508,0
3,DSC_0405_Bacterial leaf blight_14_binary.npy,0.07027202616117455,0.04843705444637105,0.9965817675260813,0.980301531396022,0.9901017783016157,1
4,DSC_0400_Bacterial leaf blight_50_binary.npy,0.025616103375157424,0.06342900291036921,0.99006816590243,0.9818578169666065,0.9908873886404077,1
5,DSC_0328_Leaf smut_1_binary.npy,0.04034262207569474,0.03079523557784417,0.9971086321216642,0.9765168718358279,0.9881886823050685,1
6,DSC_0314_Leaf smut_49_binary.npy,0.009354443059604301,0.03164768936197498,0.9925644866082359,0.984425917452728,0.9921824013016598,1
7,DSC_0301_Brown spot_72_binary.npy,0.025806535558584275,0.022078141857644902,0.9977660276887209,0.9882043597089893,0.994084684375023,0
8,DSC_0335_Leaf smut_50_binary.npy,0.016222932937437658,0.028695622720467343,0.9955785130223411,0.9892498580013878,0.9946104051342854,1
9,DSC_0501_Leaf smut_51_binary.npy,0.34738873090734057,0.3759023708832819,0.9871015809599394,0.9777077289537184,0.9887910441310227,1
10,DSC_0373_Bacterial leaf blight_41_binary.npy,0.027795536795905212,0.019307324433100778,0.9984324057197955,0.9892450805899016,0.9946080034817241,1
11,DSC_0107_Brown spot_68_binary.npy,0.21441574690425377,0.235575374214234,0.9832438428713381,0.9671033461940097,0.9834141275139429,1
12,DSC_0700_Bacterial leaf blight_60_binary.npy,0.06352565249265026,0.03365821942840568,0.999850443405456,0.9870944261302844,0.9935262583999904,1
13,DSC_0501_Leaf smut_42_binary.npy,0.24445767952784134,0.27840158627717515,0.9877651480571212,0.9790471503667975,0.989468114881322,1
14,DSC_0379_Bacterial leaf blight_74_binary.npy,0.04548885019692511,0.029204079881098428,0.9984774238102107,0.9898044622628015,0.9948891708440699,0
15,DSC_0501_Leaf smut_37_binary.npy,0.17155333785404017,0.18791575637746724,0.9936036334980319,0.9942921084503569,0.9971419700576025,0
16,DSC_0375_Bacterial leaf blight_24_binary.npy,0.05064810159378412,0.033003118288832504,0.9980325590734775,0.9889985335431856,0.9944840539411306,0
17,DSC_0315_Leaf smut_59_binary.npy,0.06299881805959633,0.03749768771818452,0.9984012202112108,0.9863791681654673,0.9931662339032007,1
18,DSC_0112_Brown spot_69_binary.npy,0.30153739942991165,0.15853700835456622,0.9993996501237018,0.99116288695055,0.99557163828152,0
19,DSC_0384_Bacterial leaf blight_4_binary.npy,0.04629940088071292,0.0302819816515468,0.9981514747886019,0.9897069145793856,0.9948401452391158,1
20,DSC_0501_Leaf smut_6_binary.npy,0.3415232349061816,0.18061736915767865,0.9990458674333574,0.9973814466438303,0.9986898650951804,1
21,DSC_0316_Leaf smut_55_binary.npy,0.01954572869068623,0.03106453970739678,0.9952365078705083,0.9851946308447882,0.9925697108237728,1
22,DSC_0395_Bacterial leaf blight_32_binary.npy,0.033106403552501204,0.025996414154799148,0.9977263516966897,0.9890328221281829,0.9945012931757217,1
23,DSC_0373_Bacterial leaf blight_17_binary.npy,0.06554353442814212,0.046911682964477855,0.9956408077557637,0.9846837768414515,0.9923123383499023,0
24,DSC_0403_Bacterial leaf blight_20_binary.npy,0.054468189184665255,0.045200608126073814,0.9959489694869806,0.9846939207947776,0.9923174496071191,0
25,DSC_0316_Leaf smut_4_binary.npy,0.05058331744206006,0.030862390297172835,0.9988681920770693,0.9888996865391533,0.9944343550678209,1
26,DSC_0373_Bacterial leaf blight_78_binary.npy,0.06868638613045597,0.04815267476758147,0.9962150210044666,0.9788249834969913,0.9893558427062485,0
27,DSC_0337_Brown spot_22_binary.npy,0.054707923768686245,0.039406800453384176,0.9963683006969574,0.9897498271200906,0.9948617125611429,0
28,DSC_0384_Bacterial leaf blight_69_binary.npy,0.06966465493295568,0.045887916120835266,0.9972454681632025,0.9797955844841078,0.9898462428499225,0
29,DSC_0106_Brown spot_19_binary.npy,0.026919597653926073,0.04895303788897395,0.993859692376797,0.9932760369694347,0.9966323479445339,1
30,DSC_0500_Leaf smut_88_binary.npy,0.019377240644914813,0.04480543686543677,0.9961705040252864,0.9990360364302582,0.9995179020058907,1
31,DSC_0313_Leaf smut_43_binary.npy,0.03877317424952539,0.06745211879994467,0.9897524026275263,0.9738504765648969,0.9868386274183317,1
