name,contrast,dissimilarity,homogeneity,correlation,energy,label
DSC_0100_Brown spot_34_multiclass.npy,84.08109947643979,0.3376649214659685,0.9981421175622041,0.9481179959827745,0.9867023847669675,1
DSC_0100_Brown spot_35_multiclass.npy,53.901455497382166,0.22257591623036638,0.9987779120921326,0.9564021446128927,0.9897801405972729,1
DSC_0100_Brown spot_43_multiclass.npy,71.47437696335078,0.2888376963350785,0.9980073223887713,0.9543661689931352,0.9870976349341128,1
DSC_0100_Brown spot_45_multiclass.npy,22.443047120418846,0.23638743455497377,0.9852509933724556,0.9783005783023785,0.9816493369596228,1
DSC_0100_Brown spot_46_multiclass.npy,39.48605235602089,0.29455497382198914,0.9866513346349277,0.961463926961995,0.9836755142862486,1
DSC_0100_Brown spot_47_multiclass.npy,48.80020942408375,0.36696335078534015,0.9849602346237425,0.9536022820543062,0.9813823349655678,1
DSC_0100_Brown spot_48_multiclass.npy,57.135015706806335,0.6475602094240842,0.9680441833628306,0.9628425421729381,0.9630996727905026,1
DSC_0100_Brown spot_49_multiclass.npy,39.27128795811518,0.2806701570680628,0.9868944135569298,0.9637056015175672,0.9833876035377395,1
DSC_0100_Brown spot_51_multiclass.npy,39.75564397905761,0.2617068062827226,0.9893282474974945,0.9555116824449083,0.9861624537919923,1
DSC_0100_Brown spot_52_multiclass.npy,43.38196858638743,0.33310994764397905,0.9861959749569248,0.9544279196971133,0.9826807737916397,1
DSC_0100_Brown spot_53_multiclass.npy,42.861465968586394,0.38054450261780115,0.981560985413772,0.9588518245189708,0.9776388993706036,1
DSC_0100_Brown spot_54_multiclass.npy,8.007968586387435,0.10886910994764401,0.9914680119968985,0.9657839781339682,0.9892094937688523,1
DSC_0100_Brown spot_55_multiclass.npy,19.329497382198937,0.24190575916230356,0.9866063424688108,0.9759796060786244,0.983905845207641,1
DSC_0100_Brown spot_56_multiclass.npy,59.665172774869106,0.8178429319371731,0.956856227858183,0.9545080950891061,0.9501940592098096,1
DSC_0100_Brown spot_57_multiclass.npy,42.07587434554977,0.3975183246073301,0.9816659115401324,0.9474923756123137,0.9774609050458578,1
DSC_0100_Brown spot_58_multiclass.npy,12.068240837696333,0.12126701570680624,0.9926847825403327,0.9640923789570148,0.9907278113177835,1
DSC_0100_Brown spot_59_multiclass.npy,67.97170680628278,0.7375392670157073,0.9607538924472614,0.9610174543152697,0.9514456018604139,1
DSC_0100_Brown spot_60_multiclass.npy,34.547424083769634,0.33736125654450266,0.9813536643170563,0.9626015745109961,0.9764085911316078,1
DSC_0100_Brown spot_61_multiclass.npy,18.221109947643974,0.17117277486910992,0.9930376493595916,0.9227777421799985,0.991413670248031,1
DSC_0100_Brown spot_62_multiclass.npy,21.047015706806274,0.2182827225130889,0.9910362775338121,0.9549507241890411,0.9894869494392825,1
DSC_0100_Brown spot_63_multiclass.npy,41.3020104712042,0.5196335078534032,0.9689837209790445,0.966282399839459,0.9625239330967,1
DSC_0100_Brown spot_64_multiclass.npy,42.71252356020944,0.41099476439790583,0.9827697184848454,0.9376461621788127,0.9794085048048186,1
DSC_0100_Brown spot_65_multiclass.npy,36.23753926701569,0.301916230366492,0.9832051770925604,0.9679630340757196,0.9750370092479813,1
DSC_0100_Brown spot_66_multiclass.npy,10.995984293193715,0.233261780104712,0.9876900062228563,0.9506296911793594,0.9865602416198969,1
DSC_0100_Brown spot_68_multiclass.npy,21.214125654450257,0.21540314136125646,0.9880332754930233,0.965877671067173,0.9852985178721289,1
DSC_0100_Brown spot_71_multiclass.npy,35.34395811518325,0.1643350785340314,0.9971965959794216,0.9756153118898344,0.9870742358224521,1
DSC_0101_Brown spot_10_multiclass.npy,68.9692656270825,0.2803278688524591,0.9978626445346742,0.9605125462802988,0.9857914167738436,1
DSC_0101_Brown spot_13_multiclass.npy,26.986092229774762,0.2675529788084767,0.9836848830964648,0.9706412891558107,0.980221390196438,1
DSC_0101_Brown spot_14_multiclass.npy,49.600626416100226,0.3755564440890312,0.9884685133360581,0.9299760549075774,0.9866654105731948,1
DSC_0101_Brown spot_16_multiclass.npy,103.20059976009586,1.152805544448886,0.9473655693079521,0.9416525552308634,0.9401578066437515,1
DSC_0101_Brown spot_19_multiclass.npy,84.95241903238704,0.3765827002532321,0.9962873375359282,0.9433451701911216,0.9865076658989567,1
DSC_0101_Brown spot_20_multiclass.npy,45.4279488204718,0.5081434093029453,0.9797554440778258,0.93788768173709,0.9778622696132708,1
DSC_0101_Brown spot_21_multiclass.npy,38.52776889244305,0.5977675596428098,0.9581029783097603,0.9696948984880941,0.9506335852898249,1
DSC_0101_Brown spot_22_multiclass.npy,53.003891776622666,0.3510729041716645,0.9876468424657462,0.9499566545809529,0.9851460940112382,1
DSC_0101_Brown spot_23_multiclass.npy,39.334832733573236,0.15722377715580435,0.9990550870744698,0.9735496611137016,0.9881230673346652,1
DSC_0101_Brown spot_25_multiclass.npy,59.407596961215546,0.49425563108090137,0.9843922302208736,0.9288498599119965,0.9823471387393449,1
DSC_0101_Brown spot_26_multiclass.npy,85.7240970278556,0.5874983339997338,0.9832720383466069,0.9258450003698551,0.9795617150063434,1
DSC_0101_Brown spot_27_multiclass.npy,42.655537784886064,0.3289217646274825,0.9921896401409634,0.8883112267409827,0.9915367451939407,1
DSC_0101_Brown spot_28_multiclass.npy,14.4505930960949,0.14286285485805683,0.9933592060714495,0.953635206330489,0.9921165303254309,1
DSC_0101_Brown spot_29_multiclass.npy,30.167386378781817,0.4305077968812475,0.9778660552711308,0.9329752311452845,0.9751167637838402,1
DSC_0101_Brown spot_30_multiclass.npy,58.54218312674928,0.4269892043182725,0.9862853939020158,0.9332158766207411,0.9840598053584003,1
DSC_0101_Brown spot_31_multiclass.npy,13.385245901639353,0.19692123150739718,0.9891375397323138,0.9439172226316929,0.9874117638603236,1
DSC_0101_Brown spot_32_multiclass.npy,24.946821271491388,0.23959749433559896,0.9876397028383141,0.9660157826157796,0.9847328869659809,1
DSC_0101_Brown spot_33_multiclass.npy,11.433053445288548,0.191816606690657,0.9911032876715312,0.8858391941582934,0.9900773388898693,1
DSC_0101_Brown spot_34_multiclass.npy,32.575756364121006,0.40051979208316657,0.9819605841372506,0.9494505147991358,0.9797548535781467,1
DSC_0101_Brown spot_35_multiclass.npy,29.4099693455951,0.36162868186058905,0.9805672964995201,0.9387242935040576,0.9771959562147168,1
DSC_0101_Brown spot_36_multiclass.npy,20.421511395441836,0.29474876715980297,0.9862398575428988,0.9211412065765429,0.9843596821965902,1
DSC_0101_Brown spot_37_multiclass.npy,18.178288684526184,0.22640277222444344,0.9892271370127168,0.947269549763692,0.9875650312322884,1
DSC_0101_Brown spot_38_multiclass.npy,18.806823937091842,0.2634146341463416,0.9871526715101222,0.9369458337640877,0.9851593379861154,1
DSC_0101_Brown spot_39_multiclass.npy,15.615700386512067,0.2513794482207119,0.9876385425998805,0.9346710024114981,0.9860989528616708,1
DSC_0101_Brown spot_40_multiclass.npy,20.711355457816886,0.3582300413168069,0.9782671231699058,0.9412171652052292,0.9749101947791801,1
DSC_0101_Brown spot_41_multiclass.npy,19.784646141543384,0.21691323470611767,0.9918504708681241,0.916652024856215,0.9907570710973352,1
DSC_0101_Brown spot_42_multiclass.npy,15.111262161801953,0.16213514594162345,0.9932334663475919,0.9279432925801532,0.992156505501165,1
DSC_0101_Brown spot_43_multiclass.npy,10.963834466213514,0.1783353325336532,0.9895470868696158,0.9315479019685796,0.9878315914955159,1
DSC_0101_Brown spot_44_multiclass.npy,14.369678795148602,0.1846994535519125,0.9920363088382755,0.8888262896221374,0.9908436959701764,1
DSC_0101_Brown spot_47_multiclass.npy,16.430561108889773,0.3243236038917765,0.9784482727981216,0.9530245804853539,0.9751767599926782,1
DSC_0101_Brown spot_49_multiclass.npy,18.891570038651217,0.29047714247634304,0.9855573537360326,0.9241342837521417,0.983586650820178,1
DSC_0101_Brown spot_51_multiclass.npy,12.024003731840605,0.201079568172731,0.9914573550528982,0.8824500863666682,0.990450522577139,1
DSC_0101_Brown spot_52_multiclass.npy,13.259056377449015,0.19458883113421288,0.9887422808784175,0.9528283269482763,0.986765382293846,1
DSC_0101_Brown spot_53_multiclass.npy,76.55740370518461,0.33112088497934156,0.9968349900273571,0.9527210809689557,0.9856675310397033,1
DSC_0101_Brown spot_55_multiclass.npy,14.496614687458353,0.17551646008263366,0.9916248452518223,0.9368816672372803,0.9901639945925813,1
DSC_0101_Brown spot_56_multiclass.npy,14.74375583100094,0.22677595628415312,0.9899089231581679,0.8907568170890162,0.9889911108423318,1
DSC_0101_Brown spot_58_multiclass.npy,14.473690523790477,0.1850059976009596,0.9919534684566549,0.9302597082888664,0.9906237963376974,1
DSC_0101_Brown spot_64_multiclass.npy,84.61568705850996,0.3344262295081968,0.9978558242376528,0.9580023409695123,0.9836653379230257,1
DSC_0104_Brown spot_37_multiclass.npy,0.7937123382396519,0.03530150576480714,0.9946346615947529,0.9620204381755662,0.991825614784566,1
DSC_0104_Brown spot_38_multiclass.npy,29.483199503252774,0.3651832460732975,0.9709933085373641,0.9773831670129141,0.9575982030545996,1
DSC_0104_Brown spot_40_multiclass.npy,2.546570045582195,0.08913930088483082,0.9891773200643827,0.9604937234646787,0.9844116463208541,1
DSC_0104_Brown spot_42_multiclass.npy,27.882908087664504,0.33730472333159184,0.9704422850717234,0.9812481134481263,0.9597755325845568,1
DSC_0104_Brown spot_44_multiclass.npy,7.129704633013919,0.11359915891675235,0.9906715121002878,0.9777759260493396,0.9877224934716514,1
DSC_0104_Brown spot_46_multiclass.npy,29.039168230761568,0.3406457712987391,0.9746376213844866,0.9850231932238608,0.9666110529687193,1
DSC_0104_Brown spot_48_multiclass.npy,22.295776237987024,0.2245099561112599,0.9799692733179266,0.9815729247838013,0.9693701412546356,1
DSC_0104_Brown spot_50_multiclass.npy,11.563631616827289,0.11701429559278004,0.9902223001010413,0.9820184282622683,0.9853481938566291,1
DSC_0104_Brown spot_51_multiclass.npy,20.731463710644753,0.1612805351321599,0.9944127638499105,0.9334230872550872,0.9927040537313738,1
DSC_0104_Brown spot_52_multiclass.npy,6.038557880921799,0.09662931654930067,0.9932389082541198,0.9560372413698794,0.9921183874319608,1
DSC_0105_Brown spot_11_multiclass.npy,7.812388144397392,0.08504178367550835,0.9946019715537718,0.9796996744195484,0.9936779006368143,1
DSC_0105_Brown spot_13_multiclass.npy,26.883199712873605,0.31462646897628743,0.9882379296913606,0.9204080520761686,0.9871108671799833,1
DSC_0105_Brown spot_16_multiclass.npy,27.92794195391424,0.28396408980458876,0.9907855325377807,0.9506646058314081,0.9901542987747394,1
DSC_0105_Brown spot_18_multiclass.npy,22.996459421576155,0.18723354722307067,0.9927665415560175,0.9386156583831698,0.9913838110924638,1
DSC_0105_Brown spot_22_multiclass.npy,13.848109185618448,0.20772525111431195,0.9886093899871189,0.9662026496774091,0.9873291177732393,1
DSC_0105_Brown spot_26_multiclass.npy,17.658348732424404,0.2117023392068132,0.9857300628286294,0.9767068590178887,0.9832502033616297,1
