,name,contrast,dissimilarity,homogeneity,ASM,energy,label
0,DSC_0100_Brown spot_34_multiclass.npy,0.398682245491744,0.16178957417922085,0.9990227702046881,0.9841943132806534,0.9920656799227827,1
1,DSC_0100_Brown spot_35_multiclass.npy,0.255397488952084,0.1067213288807012,0.9994376394348753,0.9901211500248355,0.9950483154223393,1
2,DSC_0100_Brown spot_43_multiclass.npy,0.3372305709284506,0.13725980393839188,0.9988449667160383,0.9848868741082445,0.9924146684265827,1
3,DSC_0100_Brown spot_45_multiclass.npy,0.10166153039783336,0.1218767276856686,0.9872366584811791,0.9735592873849496,0.9866910800169166,1
4,DSC_0100_Brown spot_46_multiclass.npy,0.19387812935832185,0.15229641450974749,0.9887329195130221,0.9781069452247036,0.9889928944257909,1
5,DSC_0100_Brown spot_47_multiclass.npy,0.2449132360600426,0.19355552765089998,0.987257414068459,0.9736526334295256,0.9867383814514996,1
6,DSC_0100_Brown spot_48_multiclass.npy,0.2634708089752091,0.3368240364061534,0.9716620967211989,0.9380175005318394,0.9685130358089348,1
7,DSC_0100_Brown spot_49_multiclass.npy,0.19977969007779783,0.1480992302554653,0.9890112447706351,0.9774627124075724,0.9886671393383983,1
8,DSC_0100_Brown spot_51_multiclass.npy,0.19632409219914757,0.134201006922889,0.9914381183167416,0.9829883681264732,0.9914576986066893,1
9,DSC_0100_Brown spot_52_multiclass.npy,0.21277185146720504,0.17081747993371485,0.9885452994491569,0.976205687543908,0.9880312178994689,1
10,DSC_0100_Brown spot_53_multiclass.npy,0.20807120526493367,0.1969904874061733,0.9842168019949775,0.9663340455767594,0.9830229120304161,1
11,DSC_0100_Brown spot_54_multiclass.npy,0.04327359301047674,0.06167089128344016,0.9927562561861195,0.9886338633855878,0.9943006906291412,1
12,DSC_0100_Brown spot_55_multiclass.npy,0.08890324849601774,0.1238515820694641,0.9885085977867998,0.9780652933288452,0.988971836468989,1
13,DSC_0100_Brown spot_56_multiclass.npy,0.29501233003778166,0.43977383886968113,0.9613974994308253,0.9132736283885194,0.9556535085419398,1
14,DSC_0100_Brown spot_57_multiclass.npy,0.2175996544884124,0.21356144599501425,0.9845921865321543,0.9661997672048082,0.9829546109586179,1
15,DSC_0100_Brown spot_58_multiclass.npy,0.060335861107789254,0.06399716085833719,0.9941019950889983,0.9918657622266063,0.9959245765752577,1
16,DSC_0100_Brown spot_59_multiclass.npy,0.3339006455478928,0.3885464131246083,0.9665011326701821,0.9158978549621801,0.9570255247182177,1
17,DSC_0100_Brown spot_60_multiclass.npy,0.17343002646200906,0.17833083570965896,0.9841395329397759,0.9639695737651799,0.9818195219922957,1
18,DSC_0100_Brown spot_61_multiclass.npy,0.08911041020842451,0.0868341987701986,0.9944236387777317,0.9934679623005704,0.9967286302201669,1
19,DSC_0100_Brown spot_62_multiclass.npy,0.10261456333415471,0.11425448269558044,0.9922935335119362,0.9893236380602625,0.9946474943718815,1
20,DSC_0100_Brown spot_63_multiclass.npy,0.19480627518183202,0.27037686822957363,0.9734691116561592,0.936776578477859,0.9678721911894455,1
