name,contrast,dissimilarity,homogeneity,ASM,energy,label
DSC_0100_Brown spot_0_binary.npy,0.7332260667754962,0.068,0.9997333374342571,0.9768025244444444,0.9883332051714363,0
DSC_0100_Brown spot_10_binary.npy,1.5527140237598742,0.144,0.9994353028019561,0.9759073483737024,0.9878802297716573,0
DSC_0100_Brown spot_11_binary.npy,1.2364204263273075,0.11466666666666667,0.9995503337126688,0.979847893415353,0.989872665253139,0
DSC_0100_Brown spot_12_binary.npy,1.265174389730268,0.11733333333333335,0.9995398763571495,0.9791100133042848,0.9894998803962963,0
DSC_0100_Brown spot_13_binary.npy,1.2939283531332286,0.12000000000000001,0.9995294190016302,0.9781271031688668,0.9890030855203975,0
DSC_0100_Brown spot_14_binary.npy,1.2651743897302679,0.11733333333333333,0.9995398763571495,0.9777897516203171,0.9888325194997973,0
DSC_0100_Brown spot_15_binary.npy,1.3514362799391502,0.12533333333333335,0.9995085042905916,0.9759498486496648,0.9879017403819395,0
DSC_0100_Brown spot_16_binary.npy,0.675718139969575,0.06266666666666666,0.9997542521452958,0.975720857133581,0.9877858356615471,0
DSC_0100_Brown spot_17_binary.npy,1.2651743897302679,0.11733333333333333,0.9995398763571495,0.9793660884890427,0.9896292682055451,0
DSC_0100_Brown spot_18_binary.npy,1.2939283531332286,0.12000000000000001,0.9995294190016301,0.9791200490204622,0.9895049514886028,0
DSC_0100_Brown spot_19_binary.npy,1.2939283531332286,0.12000000000000001,0.9995294190016301,0.9788537976470588,0.9893704046751444,0
DSC_0100_Brown spot_1_binary.npy,1.4952060969539531,0.13866666666666666,0.9994562175129948,0.976152853784442,0.9880044806499827,0
DSC_0100_Brown spot_20_binary.npy,1.2939283531332286,0.12000000000000001,0.9995294190016302,0.977656581314879,0.9887651800679871,0
DSC_0100_Brown spot_21_binary.npy,1.3801902433421105,0.128,0.9994980469350722,0.9797649078696229,0.98983074708236,0
DSC_0100_Brown spot_22_binary.npy,1.3226823165361892,0.12266666666666666,0.9995189616461109,0.9808009968678714,0.9903539755399942,0
DSC_0100_Brown spot_23_binary.npy,1.3226823165361892,0.12266666666666666,0.9995189616461109,0.9806163363219276,0.9902607415837142,0
DSC_0100_Brown spot_24_binary.npy,1.2939283531332286,0.12000000000000001,0.9995294190016301,0.9783419835584604,0.98911171439755,0
DSC_0100_Brown spot_25_binary.npy,1.4089442067450713,0.13066666666666665,0.9994875895795529,0.9757044011995387,0.9877775059189892,0
DSC_0100_Brown spot_26_binary.npy,0.7332260667754962,0.068,0.9997333374342572,0.9748432789850058,0.9873415209465293,0
DSC_0100_Brown spot_27_binary.npy,0.7332260667754962,0.068,0.9997333374342571,0.9764552809876544,0.9881575183075088,0
DSC_0100_Brown spot_28_binary.npy,1.5814679871628352,0.14666666666666667,0.9994248454464368,0.9754376308052459,0.9876424610177743,0
DSC_0100_Brown spot_29_binary.npy,1.8114996943865203,0.168,0.9993411866022822,0.977386752349951,0.9886287232070242,0
DSC_0100_Brown spot_2_binary.npy,1.5527140237598742,0.144,0.9994353028019561,0.9749482321090179,0.9873946688680357,0
DSC_0100_Brown spot_30_binary.npy,1.5814679871628352,0.14666666666666667,0.9994248454464368,0.9751213722722032,0.9874823402330815,0
DSC_0100_Brown spot_31_binary.npy,1.8114996943865203,0.168,0.9993411866022822,0.9770289322294844,0.9884477387446867,0
DSC_0100_Brown spot_32_binary.npy,1.8114996943865203,0.168,0.9993411866022821,0.9734377328651372,0.9866294810439922,0
DSC_0100_Brown spot_33_binary.npy,1.8690076211924416,0.17333333333333334,0.9993202718912435,0.9743031827553505,0.9870679727127968,0
DSC_0100_Brown spot_34_binary.npy,1.2364204263273075,0.11466666666666667,0.9995503337126689,0.9801759303652442,0.9900383479266064,0
DSC_0100_Brown spot_35_binary.npy,1.0926506093125044,0.10133333333333334,0.9996026204902654,0.9825892342398224,0.9912563917775372,0
DSC_0100_Brown spot_36_binary.npy,1.2939283531332286,0.12000000000000001,0.9995294190016301,0.9795810434072365,0.9897378660065687,0
DSC_0100_Brown spot_37_binary.npy,1.4089442067450713,0.13066666666666665,0.9994875895795529,0.9784946517595796,0.9891888857844995,0
DSC_0100_Brown spot_38_binary.npy,1.0063887191036223,0.09333333333333334,0.9996339925568234,0.9823636655850314,0.9911426060789796,0
DSC_0100_Brown spot_39_binary.npy,1.3514362799391502,0.12533333333333335,0.9995085042905916,0.9778913760963733,0.9888839042558906,0
DSC_0100_Brown spot_3_binary.npy,1.5814679871628352,0.14666666666666667,0.9994248454464368,0.9747440399846213,0.9872912640070413,0
DSC_0100_Brown spot_40_binary.npy,1.3226823165361892,0.12266666666666666,0.9995189616461108,0.9771349594156093,0.9885013704672388,1
DSC_0100_Brown spot_41_binary.npy,1.3226823165361892,0.12266666666666666,0.9995189616461109,0.9760930115288992,0.9879741957808914,0
DSC_0100_Brown spot_42_binary.npy,1.5527140237598742,0.144,0.9994353028019561,0.9750094234251784,0.9874256546318707,0
DSC_0100_Brown spot_43_binary.npy,0.7044721033725356,0.06533333333333333,0.9997437947897763,0.9762002792225212,0.9880284809774065,0
DSC_0100_Brown spot_44_binary.npy,0.7907339935814176,0.07333333333333333,0.9997124227232184,0.964068196662822,0.9818697452629966,1
DSC_0100_Brown spot_45_binary.npy,1.7539917675805987,0.16266666666666665,0.9993621013133208,0.9684820678269043,0.9841148651589937,1
DSC_0100_Brown spot_46_binary.npy,2.329071035639812,0.216,0.9991529542029343,0.9641394350822333,0.9819060215123611,0
DSC_0100_Brown spot_47_binary.npy,2.9904121939079062,0.2773333333333333,0.9989124350259896,0.9298064955119825,0.9642647434765944,1
DSC_0100_Brown spot_48_binary.npy,1.6964838407746776,0.15733333333333335,0.9993830160243595,0.9678548965884916,0.9837961661789965,0
DSC_0100_Brown spot_49_binary.npy,1.3801902433421105,0.128,0.999498046935072,0.9713466359229356,0.9855691938788141,0
DSC_0100_Brown spot_4_binary.npy,1.7252378041776386,0.16000000000000003,0.9993725586688402,0.9737949778085353,0.9868105075487063,0
DSC_0100_Brown spot_50_binary.npy,1.6102219505657955,0.14933333333333335,0.9994143880909175,0.9732461227322826,0.9865323728759653,0
DSC_0100_Brown spot_51_binary.npy,2.0127774382072445,0.18666666666666668,0.9992679851136468,0.9666272124943397,0.9831720157197008,1
DSC_0100_Brown spot_52_binary.npy,2.3578249990427724,0.2186666666666667,0.999142496847415,0.9570364450185826,0.9782823953330565,1
DSC_0100_Brown spot_53_binary.npy,0.9345038105962209,0.08666666666666668,0.9996601359456219,0.9787745338151995,0.9893303461509707,1
DSC_0100_Brown spot_54_binary.npy,0.992011737402142,0.092,0.999639221234583,0.9684500182733138,0.9840985815828177,0
DSC_0100_Brown spot_55_binary.npy,4.255586583638174,0.39466666666666667,0.9984523113831391,0.90633508039472,0.9520163235967753,0
DSC_0100_Brown spot_56_binary.npy,3.277951827937512,0.304,0.9988078614707964,0.9568926526652144,0.9782089003199748,0
DSC_0100_Brown spot_57_binary.npy,0.9776347557006617,0.09066666666666667,0.9996444499123427,0.9819426484377801,0.9909301935241352,1
DSC_0100_Brown spot_58_binary.npy,4.51437225426482,0.4186666666666667,0.9983581951834651,0.9087954461002179,0.9533076345546687,1
DSC_0100_Brown spot_59_binary.npy,2.5878567062664573,0.24000000000000002,0.9990588380032602,0.9547439481771968,0.9771099979926502,1
DSC_0100_Brown spot_5_binary.npy,1.2651743897302679,0.11733333333333333,0.9995398763571495,0.9795197664077919,0.9897069093462932,1
DSC_0100_Brown spot_60_binary.npy,1.5527140237598742,0.144,0.9994353028019561,0.983512163396984,0.9917218175461221,1
DSC_0100_Brown spot_61_binary.npy,1.4376981701480318,0.13333333333333336,0.9994771322240336,0.9794468370284934,0.9896700647329358,0
DSC_0100_Brown spot_62_binary.npy,3.2348208828330716,0.3,0.9988235475040752,0.9286166582083814,0.9636475798798965,0
DSC_0100_Brown spot_63_binary.npy,3.0191661573108663,0.27999999999999997,0.9989019776704702,0.9606272371276005,0.9801159304529238,0
DSC_0100_Brown spot_64_binary.npy,2.2715631088338903,0.21066666666666667,0.9991738689139729,0.9520776840087146,0.975744681773216,0
DSC_0100_Brown spot_65_binary.npy,1.1357815544169452,0.10533333333333333,0.9995869344569864,0.9737595968319877,0.9867925804504144,0
DSC_0100_Brown spot_66_binary.npy,1.0638966459095436,0.09866666666666667,0.9996130778457848,0.9860180255594002,0.9929844034824515,0
DSC_0100_Brown spot_67_binary.npy,1.4376981701480318,0.13333333333333336,0.9994771322240334,0.9714984586646161,0.9856462137423428,0
DSC_0100_Brown spot_68_binary.npy,0.4313094510444096,0.04,0.9998431396672101,0.9824802330727498,0.9912014089340015,0
DSC_0100_Brown spot_69_binary.npy,1.1501585361184254,0.10666666666666666,0.9995817057792269,0.9755535242547738,0.9877011310385211,0
DSC_0100_Brown spot_6_binary.npy,1.3801902433421105,0.128,0.999498046935072,0.9781162238523644,0.9889975853622517,0
DSC_0100_Brown spot_70_binary.npy,0.948880792297701,0.088,0.999654907267862,0.9747801865743945,0.9873095697775822,0
DSC_0100_Brown spot_7_binary.npy,1.4952060969539531,0.13866666666666666,0.9994562175129948,0.9761222215455595,0.9879889784534843,0
DSC_0100_Brown spot_8_binary.npy,1.3226823165361892,0.12266666666666666,0.9995189616461108,0.9785259931410994,0.9892047276176451,0
DSC_0100_Brown spot_9_binary.npy,1.3514362799391502,0.12533333333333335,0.9995085042905916,0.9784541340099963,0.9891684052829408,0
DSC_0101_Brown spot_0_binary.npy,0.8049173742412502,0.07464871194379391,0.9997072644550539,0.9774204100143148,0.9886457454590672,0
DSC_0101_Brown spot_10_binary.npy,0.9878531411142617,0.09161432829465617,0.9996407336493842,0.9798674596554786,0.9898825484144463,0
DSC_0101_Brown spot_11_binary.npy,1.0427338711761651,0.09670401319991484,0.9996207744076834,0.9784596951099904,0.9891712162765304,0
DSC_0101_Brown spot_12_binary.npy,1.500073288358694,0.13911805407707048,0.9994544473935094,0.9614445179159775,0.9805327724844171,0
DSC_0101_Brown spot_13_binary.npy,2.4147521227237507,0.22394613583138173,0.9991217933651616,0.974445430152056,0.987140025605312,0
DSC_0101_Brown spot_14_binary.npy,1.536660441733296,0.14251117734724295,0.9994411412323756,0.9869854064749406,0.9934713918754483,0
DSC_0101_Brown spot_15_binary.npy,8.378458122783922,0.7770252288694911,0.9969528891003334,0.8895347345319405,0.9431514907648403,0
DSC_0101_Brown spot_16_binary.npy,1.3171375214856822,0.12215243772620822,0.9995209781991791,0.9833930212981402,0.9916617474210347,0
DSC_0101_Brown spot_17_binary.npy,1.500073288358694,0.13911805407707048,0.9994544473935095,0.9788340741558752,0.9893604369267427,0
DSC_0101_Brown spot_18_binary.npy,2.0854677423523302,0.19340802639982968,0.9992415488153669,0.9740072796550535,0.9869180713995734,0
DSC_0101_Brown spot_19_binary.npy,2.744036503095171,0.2544842452629338,0.9990020379149563,0.9575585366988152,0.9785491999377524,0
DSC_0101_Brown spot_1_binary.npy,1.6098347484825004,0.14929742388758782,0.9994145289101077,0.9767378139186138,0.9883004674281065,0
DSC_0101_Brown spot_20_binary.npy,3.3660181104634104,0.31216734085586545,0.9987758331756798,0.9066349547799152,0.9521738049221451,0
DSC_0101_Brown spot_21_binary.npy,2.158642049101535,0.20019427294017458,0.999214936493099,0.9713910022455264,0.9855917015912453,0
DSC_0101_Brown spot_22_binary.npy,0.8597981043031537,0.0797383968490526,0.999687305213353,0.976457961912647,0.9881588748337218,0
DSC_0101_Brown spot_23_binary.npy,1.646421901857103,0.1526905471577603,0.9994012227489739,0.9766855207616646,0.9882740109714838,0
DSC_0101_Brown spot_24_binary.npy,3.000146576717388,0.27823610815414096,0.9989088947870189,0.9662360566206573,0.9829730701401017,0
DSC_0101_Brown spot_25_binary.npy,4.31728409820307,0.40038854588034917,0.998429872986198,0.9613178707128289,0.9804681895466211,0
DSC_0101_Brown spot_26_binary.npy,1.829357668730114,0.16965616350862253,0.9993346919433043,0.9838485678782336,0.9918914093176902,0
DSC_0101_Brown spot_27_binary.npy,1.1342017546126708,0.10518682137534596,0.9995875090048486,0.9847431639742803,0.9923422615077322,0
DSC_0101_Brown spot_28_binary.npy,3.402605263838012,0.3155604641260379,0.9987625270145458,0.9525280431835564,0.9759754316495659,0
DSC_0101_Brown spot_29_binary.npy,2.56110073622216,0.23751862891207154,0.999068568720626,0.9694363034533172,0.9845995650279952,0
DSC_0101_Brown spot_2_binary.npy,1.4634861349840917,0.13572493080689804,0.9994677535546435,0.9790558542961052,0.9894725131584531,0
DSC_0101_Brown spot_30_binary.npy,1.8659448221047166,0.173049286778795,0.9993213857821703,0.9757481316291594,0.9877996414400845,0
DSC_0101_Brown spot_31_binary.npy,1.3354310981729833,0.12384899936129445,0.999514325118612,0.9701202269409818,0.9849468142701827,0
DSC_0101_Brown spot_32_binary.npy,2.1220548957269325,0.19680114967000212,0.9992282426542328,0.9809954523143648,0.9904521453933879,0
DSC_0101_Brown spot_33_binary.npy,3.03673373009199,0.28162923142431345,0.9988955886258851,0.9612831661025056,0.9804504914081617,0
DSC_0101_Brown spot_34_binary.npy,2.853797963218979,0.2646636150734512,0.9989621194315547,0.9562707387515231,0.9778909646537917,1
DSC_0101_Brown spot_35_binary.npy,3.2562566503396035,0.30198797104534814,0.9988157516590817,0.9702816699621618,0.985028766058211,0
DSC_0101_Brown spot_36_binary.npy,1.9391191288539211,0.1798355333191399,0.9992947734599025,0.9761113023521496,0.9879834524687899,0
DSC_0101_Brown spot_37_binary.npy,2.341577815974546,0.21715988929103683,0.9991484056874295,0.9715832311769232,0.9856892163237474,0
DSC_0101_Brown spot_38_binary.npy,2.23181635585074,0.20698051948051951,0.9991883241708313,0.973319004822712,0.9865693107038714,0
DSC_0101_Brown spot_39_binary.npy,3.292843803714206,0.3053810943155206,0.9988024454979476,0.9521116361968833,0.975762079708411,0
DSC_0101_Brown spot_3_binary.npy,1.4634861349840915,0.13572493080689801,0.9994677535546435,0.9803860315806379,0.9901444498559985,0
