,name,contrast,dissimilarity,homogeneity,ASM,energy,label
0,DSC_0100_Brown spot_10_binary.npy,0.22565280844298014,0.11863974831974808,0.999564944130928,0.9884189946142942,0.9941926345604728,0
1,DSC_0100_Brown spot_11_binary.npy,0.2592606735302324,0.13630949806949777,0.9994917385087805,0.9858462717746377,0.9928979160893819,0
2,DSC_0100_Brown spot_12_binary.npy,0.2064483141074073,0.10854274846274824,0.999606775915012,0.9898269484695567,0.994900471640031,0
3,DSC_0100_Brown spot_13_binary.npy,0.21124943769130053,0.11106699842699819,0.9995963179689912,0.9890815535734884,0.9945257933173419,0
4,DSC_0100_Brown spot_14_binary.npy,0.21605056127519373,0.11359124839124814,0.99958586002297,0.9880886331962556,0.9940264750982519,0
5,DSC_0100_Brown spot_15_binary.npy,0.21124943769130053,0.11106699842699817,0.9995963179689912,0.9877478459617204,0.9938550427309406,0
6,DSC_0100_Brown spot_16_binary.npy,0.22565280844298014,0.11863974831974808,0.999564944130928,0.9858892048857335,0.9929195359573371,0
7,DSC_0100_Brown spot_17_binary.npy,0.11282640422149003,0.059319874159874025,0.9998107058624223,0.9856578812536535,0.9928030425284028,0
8,DSC_0100_Brown spot_18_binary.npy,0.21124943769130053,0.11106699842699817,0.9995963179689912,0.9893402367021772,0.9946558383190525,0
9,DSC_0100_Brown spot_19_binary.npy,0.21605056127519373,0.11359124839124814,0.9995858600229698,0.9890916914963092,0.9945308901669716,0
10,DSC_0100_Brown spot_1_binary.npy,0.12242865138927644,0.06436837408837395,0.9997897899703803,0.9867505645780411,0.9933531922624708,0
11,DSC_0100_Brown spot_20_binary.npy,0.21605056127519373,0.11359124839124814,0.9995858600229698,0.9888227285417193,0.9943956599572019,0
12,DSC_0100_Brown spot_21_binary.npy,0.21605056127519373,0.11359124839124814,0.99958586002297,0.9876133194112788,0.9937873612656173,0
13,DSC_0100_Brown spot_22_binary.npy,0.2304539320268733,0.12116399828399801,0.9995544861849068,0.9897431177749669,0.9948583405565673,0
14,DSC_0100_Brown spot_23_binary.npy,0.22085168485908688,0.11611549835549807,0.999575402076949,0.9907897586039884,0.9953842266200466,0
