epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.9825423861615943,0.46087703,0.8987124109767495,0.4415357708930969
1,0.8878725563670066,0.45743766,0.8634423648915782,0.4991273880004883
2,0.8737727898723179,0.46087703,0.8451521029439064,0.46771377325057983
3,0.8571801302972172,0.49957007,0.8709438465028533,0.4624781906604767
4,0.8553850117779352,0.50300944,0.8386497295755783,0.4921466112136841
5,0.8400969353095273,0.51676697,0.8492495200188789,0.4956369996070862
6,0.8477550408805329,0.5159071,0.8272978683208712,0.5322862267494202
7,0.8412757173552148,0.50644886,0.8264633927877869,0.5270506143569946
8,0.8368636291291524,0.53396386,0.8168355799678316,0.547993004322052
9,0.8341197469371818,0.5399828,0.8372382812891123,0.5218150019645691
10,0.8412448490680751,0.5322442,0.8350095083160134,0.5305410027503967
11,0.830312418199672,0.54600173,0.8168223161139829,0.5340313911437988
12,0.827693255523721,0.54858124,0.8203768587653342,0.5287958383560181
13,0.8246912257177299,0.5511608,0.8253515588467449,0.5270506143569946
14,0.825520453120959,0.5451419,0.815918634387211,0.5357766151428223
15,0.8237134804524744,0.5520206,0.8135325302212234,0.5392670035362244
16,0.8281789512749079,0.5451419,0.8246482535806626,0.5357766151428223
17,0.8244606943757803,0.55631983,0.8110513814040712,0.5602094531059265
18,0.8212289883981772,0.5451419,0.8222600824961903,0.5410122275352478
19,0.8312034327616901,0.53310406,0.83214334709274,0.5287958383560181
20,0.8262234966199355,0.5399828,0.8161953917556616,0.5427573919296265
21,0.823180371692031,0.55975926,0.8460167572552413,0.4921466112136841
22,0.8297788978442998,0.54858124,0.815441937138689,0.5497382283210754
23,0.8223328857409575,0.5477214,0.8244167381140158,0.5340313911437988
24,0.8266105511428361,0.5511608,0.8108211623644538,0.5322862267494202
25,0.825843347113192,0.5374033,0.8367475716439425,0.5253053903579712
26,0.8189351997391888,0.56233877,0.8162910781189617,0.5584642291069031
27,0.8253327663459351,0.55030096,0.8162955665671596,0.5532286167144775
28,0.824766009097866,0.5588994,0.828287322795828,0.5375218391418457
29,0.8214006546952042,0.5468616,0.8166166162199583,0.5427573919296265
30,0.8294003982023237,0.53826314,0.8094432779423646,0.5741710066795349
31,0.82632430401324,0.5520206,0.8136035423420278,0.5532286167144775
32,0.825868820539345,0.54858124,0.8156280906620658,0.5392670035362244
33,0.8193845405008705,0.54342216,0.8236144826882381,0.5410122275352478
34,0.8183473067250829,0.54342216,0.8099778640956778,0.554973840713501
35,0.8210448817968984,0.5588994,0.8095730285161868,0.5689354538917542
36,0.8278330986292733,0.5374033,0.8325925531811739,0.5218150019645691
37,0.8250575431543287,0.54342216,0.8164682298846686,0.5445026159286499
38,0.8233647048217104,0.54256237,0.8335025052541629,0.511343777179718
39,0.817969192386391,0.55803955,0.8124366477521926,0.5497382283210754
40,0.8204991997364566,0.5606191,0.8176604487509004,0.554973840713501
41,0.8225054571778223,0.5709372,0.8153247380755959,0.5462478399276733
42,0.8203171200518555,0.5451419,0.8144497410581166,0.5427573919296265
43,0.8207823315880366,0.5520206,0.8263568401752758,0.5392670035362244
44,0.8228486314582497,0.55631983,0.8184193180285615,0.5357766151428223
45,0.8234535901072921,0.55288047,0.814919352323389,0.5445026159286499
46,0.8192868951775345,0.55631983,0.808964755418621,0.554973840713501
47,0.8242314970401066,0.5399828,0.816865973655674,0.5427573919296265
48,0.8233725705335392,0.5588994,0.8283456527541861,0.5427573919296265
49,0.8215294309146222,0.5520206,0.8175303253619874,0.5410122275352478
